----- Header start -----
SourceDataset=Datalog
Copyright=(c) 2011 Lodam electronics a/s
Comment=CondUnit-ECOSTAR
ItemNo.=6552190001
Customer=BITZER
Title=CU-ECOSTAR
SW version=2.1.6.2
Compiled=Apr  5 2013
DB def.=20130403
UnitSystem=Metric
----- Header end -----
Time,Capacity.FC_Freq,Condens.Speed,Input.IFC,Input.T0,Input.TC,Input.Tdis,Input.Troom,Limiter.Act_Limit,Capacity.CapAct,Input.Tsuc,Input.Tamb,Capacity.Tset,Control.ExtRef,Control.Runtime,DigIn.DI3,DigIn.DI4,DigIn.DIS1,DigIn.DIS2,DigIn.UdpCnx,Input.TFC,Info.Target,Alarm.Count,Info.Title,Info.OSVersion,Info.Checksum,Info.Controller,Info.Serial
2024-04-15 13:12:03,72.62,49.58,14.25,-11.19,34.75,50.55,7.08,0,83.62,-70,18.12,-6,0,9.44888888888889,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:12:13,73.56,50.25,14.28,-11.12,34.83,50.67,7.03,0,84.87,-70,18.1,-6,0,9.45138888888889,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:12:23,74.4,50.66,14.15,-11.19,34.88,50.62,6.96,0,86,-70,18.1,-6,0,9.45416666666667,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:12:33,75.34,51.08,14.23,-11.26,34.93,50.56,6.93,0,87.25,-70,18.12,-6,0,9.45722222222222,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:12:43,76.27,52.08,14.14,-11.33,35.05,50.57,6.88,0,88.5,-70,18.36,-6,0,9.45972222222222,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:12:53,77.31,52.75,14.29,-11.19,35.13,50.65,6.81,0,89.87,-70,18.6,-6,0,9.46277777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:13:03,78.25,51.5,14.26,-11.47,34.98,50.69,6.74,0,91.12,-70,18.34,-6,0,9.46555555555556,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:13:13,79.09,51.08,14.15,-11.75,34.93,50.74,6.69,0,92.25,-70,18.15,-6,0,9.46833333333333,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:13:23,80.02,50.83,14.16,-11.82,34.9,50.99,6.64,0,93.5,-70,18.02,-6,0,9.47111111111111,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:13:33,80.96,51.08,14.18,-12.25,34.93,51.49,6.59,0,94.75,-70,17.94,-6,0,9.47388888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:13:43,81.9,51.08,14.18,-12.46,34.93,51.83,6.55,0,96,-70,17.97,-6,0,9.47638888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:13:53,82.84,51.5,14.08,-12.75,34.98,52.16,6.47,0,97.25,-70,18,-6,0,9.47916666666667,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:14:03,83.77,52.33,14.17,-12.83,35.08,52.24,6.41,0,98.5,-70,18.09,-6,0,9.48194444444444,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:14:13,84.71,52.33,14.13,-12.83,35.08,52.31,6.37,0,99.75,-70,18.15,-6,0,9.48472222222222,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:14:23,85,52.08,14.17,-12.83,35.05,52.27,6.32,0,100,-70,18.13,-6,0,9.4875,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:14:33,85,52.33,14.15,-12.83,35.08,52.24,6.25,0,100,-70,18.19,-6,0,9.49027777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:14:43,85,52.08,14.21,-12.68,35.05,52.32,6.2,0,100,-70,18.12,-6,0,9.49305555555556,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:14:53,85,53.58,14.27,-12.68,35.23,52.35,6.15,0,100,-70,18.36,-6,0,9.49583333333333,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:15:03,85,54.41,14.3,-12.46,35.33,52.27,6.08,0,100,-70,18.93,-6,0,9.49861111111111,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:15:13,85,54.41,14.3,-12.25,35.33,52.24,6.03,0,100,-70,19.36,-6,0,9.50138888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:15:23,85,53.58,14.32,-12.25,35.23,52.03,5.98,0,100,-70,19.43,-6,0,9.50416666666667,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:15:33,85,54.83,14.32,-12.11,35.38,51.92,5.93,0,100,-70,19.49,-6,0,9.50722222222222,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:15:43,85,54.41,14.43,-12.03,35.33,51.8,5.88,0,100,-70,19.6,-6,0,9.50972222222222,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:15:53,85,53.58,14.36,-12.25,35.23,51.57,5.83,0,100,-70,18.99,-6,0,9.51277777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:16:03,85,54.41,14.21,-12.39,35.33,51.33,5.78,0,100,-70,18.89,-6,0,9.51527777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:16:13,85,53.58,14.34,-12.39,35.23,51.25,5.72,0,100,-70,18.89,-6,0,9.51833333333333,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:16:23,85,52.75,14.37,-12.54,35.13,51.2,5.66,0,100,-70,18.59,-6,0,9.52111111111111,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:16:33,85,53.58,14.15,-12.68,35.23,51.3,5.6,0,100,-70,18.61,-6,0,9.52388888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:16:43,85,53.16,14.13,-12.83,35.18,51.28,5.55,0,100,-70,18.61,-6,0,9.52638888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:16:53,85,52.91,14.19,-12.9,35.15,51.22,5.48,0,100,-70,18.77,-6,0,9.52916666666667,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:17:03,85,52.5,14.15,-12.97,35.1,51.36,5.43,0,100,-70,18.77,-6,0,9.53222222222222,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:17:13,85,53.58,14.11,-12.97,35.23,51.49,5.38,0,100,-70,19.41,-6,0,9.535,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:17:23,85,52.75,14.2,-12.83,35.13,51.69,5.32,0,100,-70,19.6,-6,0,9.53777777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:17:33,85,53.33,14.24,-12.9,35.2,51.74,5.29,0,100,-70,19.47,-6,0,9.54027777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:17:43,85,55.66,14.17,-12.75,35.48,51.71,5.24,0,100,-70,20.03,-6,0,9.54305555555556,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:17:53,85,54.58,14.21,-12.46,35.35,51.73,5.2,0,100,-70,20.51,-6,0,9.54583333333333,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:18:03,85,52.75,14.31,-12.54,35.13,51.56,5.15,0,100,-70,19.8,-6,0,9.54888888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:18:13,85,53.58,14.19,-12.46,35.23,51.41,5.1,0,100,-70,19.43,-6,0,9.55166666666667,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:18:23,85,54.41,14.22,-12.54,35.33,51.32,5.06,0,100,-70,19.32,-6,0,9.55416666666667,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:18:33,85,57.08,14.33,-12.39,35.65,51.23,5.03,0,100,-70,20.19,-6,0,9.55722222222222,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:18:43,85,54.41,14.24,-12.39,35.33,50.84,4.99,0,100,-70,20.28,-6,0,9.55972222222222,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:18:53,85,54.41,14.28,-12.39,35.33,50.51,4.95,0,100,-70,19.73,-6,0,9.5625,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:19:03,85,55,14.32,-12.39,35.4,50.3,4.9,0,100,-70,20.12,-6,0,9.56527777777778,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:19:13,85,53.33,14.46,-12.46,35.2,50.08,4.86,0,100,-70,19.85,-6,0,9.56805555555556,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:19:23,85,52.5,14.36,-12.61,35.1,49.97,4.82,0,100,-70,19.13,-6,0,9.57083333333333,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:19:33,85,54.41,14.26,-12.83,35.33,49.97,4.79,0,100,-70,19.78,-6,0,9.57388888888889,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:19:43,85,55.25,14.27,-12.75,35.43,50.18,4.74,0,100,-70,20.36,-6,0,9.57666666666667,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:19:53,85,54.41,14.2,-12.83,35.33,50.26,4.71,0,100,-70,20.38,-6,0,9.57916666666667,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:20:03,85,54.41,14.13,-12.9,35.33,50.27,4.67,0,100,-70,20.61,-6,0,9.58194444444444,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:20:13,85,53.75,14.12,-12.83,35.25,50.27,4.63,0,100,-70,20.58,-6,0,9.58472222222222,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:20:23,85,52.75,14.2,-12.97,35.13,50.34,4.59,0,100,-70,20.1,-6,0,9.58777777777778,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:20:33,85,52.75,14.11,-13.04,35.13,50.48,4.54,0,100,-70,19.69,-6,0,9.59027777777778,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:20:43,85,53.33,14.16,-13.19,35.2,50.68,4.5,0,100,-70,19.31,-6,0,9.59333333333333,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:20:53,85,53.58,14.16,-13.19,35.23,50.89,4.48,0,100,-70,19.24,-6,0,9.59583333333333,1,1,1,1,1,33,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:21:03,85,53.16,14.19,-13.19,35.18,51.25,4.42,0,100,-70,19.2,-6,0,9.59888888888889,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:21:13,85,52.5,14.15,-13.19,35.1,51.39,4.4,0,100,-70,19.14,-6,0,9.60138888888889,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:21:23,85,52.75,14.05,-13.26,35.13,51.38,4.37,0,100,-70,19.12,-6,0,9.60416666666667,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:21:33,85,53.16,14.17,-13.12,35.18,51.47,4.33,0,100,-70,19.08,-6,0,9.60722222222222,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:21:43,85,53.58,14.14,-13.26,35.23,51.55,4.28,0,100,-70,19.02,-6,0,9.60972222222222,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:21:53,85,53.16,14.26,-13.04,35.18,51.62,4.27,0,100,-70,19.02,-6,0,9.61277777777778,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:22:03,85,53.16,14.26,-13.04,35.18,51.59,4.24,0,100,-70,19.1,-6,0,9.61527777777778,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:22:13,85,53.16,14.24,-13.19,35.18,51.62,4.2,0,100,-70,19,-6,0,9.61805555555556,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:22:23,85,53.58,14.21,-13.19,35.23,51.72,4.16,0,100,-70,18.97,-6,0,9.62111111111111,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:22:33,85,54.16,14.24,-12.97,35.3,51.72,4.12,0,100,-70,19.01,-6,0,9.62361111111111,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:22:43,85,52.5,14.17,-13.04,35.1,51.59,4.08,0,100,-70,18.91,-6,0,9.62638888888889,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:22:53,85,52.5,14.15,-13.19,35.1,51.32,4.07,0,100,-70,18.83,-6,0,9.62944444444445,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:23:03,85,52.75,14.18,-13.26,35.13,50.86,4.02,0,100,-70,19.02,-6,0,9.63194444444444,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:23:13,85,52.75,14.12,-13.19,35.13,50.6,4.01,0,100,-70,19.09,-6,0,9.635,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:23:23,85,53.16,14.14,-13.26,35.18,50.56,3.97,0,100,-70,19.07,-6,0,9.6375,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:23:33,85,53.58,14.13,-13.41,35.23,50.52,3.95,0,100,-70,19.31,-6,0,9.64055555555556,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:23:43,85,53.16,14.09,-13.26,35.18,50.51,3.9,0,100,-70,19.15,-6,0,9.64305555555556,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:23:53,85,53.58,14.18,-13.19,35.23,50.59,3.89,0,100,-70,19.27,-6,0,9.64583333333333,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:24:03,85,54,14.19,-13.19,35.28,50.67,3.86,0,100,-70,19.47,-6,0,9.64888888888889,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:24:13,85,53.58,14.12,-13.12,35.23,50.39,3.83,0,100,-70,19.84,-6,0,9.65166666666667,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:24:23,85,54.41,14.12,-13.19,35.33,50.04,3.79,0,100,-70,19.81,-6,0,9.65416666666667,1,1,1,1,1,31,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:24:33,85,54.58,14.19,-13.19,35.35,49.84,3.77,0,100,-70,20.33,-6,0,9.65722222222222,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:24:43,85,54.41,14.23,-12.97,35.33,49.68,3.73,0,100,-70,20.22,-6,0,9.66,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:24:53,85,54.41,14.3,-13.12,35.33,49.54,3.72,0,100,-70,19.94,-6,0,9.66277777777778,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:25:03,85,54.41,14.24,-13.04,35.33,49.44,3.69,0,100,-70,20.19,-6,0,9.66555555555555,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:25:13,85,54.16,14.23,-13.04,35.3,49.43,3.65,0,100,-70,20.35,-6,0,9.66833333333333,1,1,1,1,1,32,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:25:23,85,53.33,14.21,-13.19,35.2,49.63,3.62,0,100,-70,20.04,-6,0,9.67055555555556,1,1,1,1,1,31,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:25:33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15 13:51:44,0,0,0,1.14,30.58,49.39,1.96,0,0,-70,21.5,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:51:54,0,0,0,1.44,30.47,49.01,2.08,0,0,-70,21.53,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:52:04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15 13:53:54,0,0,0,4.84,29.62,43.57,4.36,0,0,-70,22.31,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:54:04,0,0,0,5.12,29.56,43,4.57,0,0,-70,22.34,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:54:14,0,0,0,5.26,29.59,42.49,4.73,0,1,-70,22.37,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:54:24,0,0,0,5.44,29.48,42.11,4.93,0,1,-70,22.43,-6,0,9.30805555555555,1,1,1,1,1,21,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:54:34,0,0,0,5.62,29.4,41.72,5.14,0,5,-70,22.5,-6,0,9.30805555555555,1,1,1,1,1,21,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:54:44,0,0,0,5.81,29.4,41.28,5.34,0,15,-70,22.51,-6,0,9.30805555555555,1,1,1,1,1,21,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:54:54,0,0,0,5.99,29.34,40.87,5.54,0,18,-70,22.51,-6,0,9.30805555555555,1,1,1,1,1,20,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:55:04,0,0,0,6.17,29.29,40.49,5.74,0,19.25,-70,22.53,-6,0,9.30805555555555,1,1,1,1,1,20,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:55:14,0,0,0,6.31,29.29,40.24,5.86,0,20,-70,22.63,-6,0,9.30805555555555,1,1,1,1,1,20,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 13:55:24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15 15:08:37,0,0,0,1.09,31.98,51.44,1.71,0,0,-70,23.62,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:08:47,0,0,0,1.24,32.09,51.12,1.84,0,0,-70,23.81,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:08:57,0,0,0,1.6,31.96,50.65,2,0,0,-70,24.02,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:09:07,0,0,0,1.95,31.98,50.11,2.16,0,1,-70,24.19,-6,0,9.30805555555555,1,1,1,1,1,0,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:09:17,0,0,0,2.24,32.01,49.64,2.35,0,1,-70,24.4,-6,0,9.30805555555555,1,1,1,1,1,26,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:09:27,0,0,0,2.54,31.98,49.19,2.53,0,10,-70,24.53,-6,0,9.30805555555555,1,1,1,1,1,25,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:09:37,0,0,0,2.83,31.96,48.64,2.71,0,17.5,-70,24.55,-6,0,9.30805555555555,1,1,1,1,1,25,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:09:47,0,0,0,3.22,31.74,48.07,2.88,0,18.75,-70,24.55,-6,0,9.30805555555555,1,1,1,1,1,24,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:09:57,0,0,0,3.42,31.77,47.55,3.07,0,20,-70,24.65,-6,0,9.30805555555555,1,1,1,1,1,24,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:10:07,25.75,30,10.24,-1.69,34.4,47.05,3.29,0,21.12,-70,24.66,-6,0,9.31,1,1,1,1,1,23,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:10:17,26.68,54.41,12.29,-6.98,35.33,46.91,3.5,0,22.37,-70,24.43,-6,0,9.31305555555556,1,1,1,1,1,23,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:10:27,27.62,46.25,12.23,-7.55,34.35,46.78,3.64,0,23.62,-70,24.06,-6,0,9.31555555555556,1,1,1,1,1,23,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:10:37,28.56,43.91,11.68,-8.9,34.07,46.59,3.79,0,24.87,-70,23.73,-6,0,9.31833333333333,1,1,1,1,1,24,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:10:47,29.59,44.33,11.86,-10.09,34.12,46.56,3.94,0,26.25,-70,23.38,-6,0,9.32111111111111,1,1,1,1,1,24,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:10:57,30.43,42.58,11.84,-10.5,33.91,46.77,4.04,0,27.37,-70,23.28,-6,0,9.32388888888889,1,1,1,1,1,24,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
2024-04-15 15:11:07,31.37,43.41,11.83,-10.78,34.01,47.03,4.15,0,28.62,-70,23.21,-6,0,9.32666666666667,1,1,1,1,1,25,LMC 300-512,1,CU-ECOSTAR,1.6.0.1.525400.0.AA,N/A,ARM7S512,
